entity,predict,output
POI,mis bustanul ulum 01 paleran,mis bustanul ulum 01 paleran
POI,gian cell,gian cell
POI,sd neg 1 gombol let s.,sd neg 1 gombol let s. 
POI,mi wijaya kusuma,mi wijaya kusuma
POI,www.parfu,"www.parfu, pete "
POI,raya cin no,raya cin no nc
POI,war mba lenda bukit,war mba lenda bu
POI,nirmala sur guest house,"nirmala sur guest house,"
POI,mobiltronik car audio,mobiltronik car audio
POI,raya keta,raya keta salwa 
POI,sd kembanglimus 2,sd kembanglimus 2
POI,sub sek pulo geb,"sub sek pulo geb, pulo"
POI,ad cell,ad cell
POI,balai gadang,balai gadang
POI,ampera singgalang,ampera singgalang
POI,"r. kunt, 66","r. kunt, 66 foto"
POI,"korman cemer express pt, batunu","korman cemer express pt, ba"
POI,pasar senen,damai
POI,"bule timur, no w1 9","bule timur, no w1 9 purn"
POI,mega lestari residence,mega lestari residence
POI,toko sul,toko sul ut
POI,pt hongtang asia,pt hongtang 
POI,toko parf,"toko parf, u"
POI,brug kuning.gandrungmangu,brug kuning
POI,"kope purnama, nusan","kope purnama, nu"
POI,silvia komunika,silvia ko
POI,happy seafoo,happy seafoo bak
POI,drg primiastuti - ho,drg primiastuti - ho
POI,panj jiwo cv,"panj jiwo cv, s"
POI,toko azzahwa fotocopy,toko azzahwa fotocopy
POI,masjid baitul mutt,masjid baitul mutt ber
POI,ptenergi utama bersatu,ptenergi utama bersatu
POI,ra b saki,"ra b saki, ikan "
POI,jati mekar mile motor,jati mekar mil
POI,kantor unive independent,"kantor unive independent,"
POI,yan jaya,"yan jaya serv,"
POI,cluster mutiara,cluster mutiara
POI,pink,pink
POI,ps induk jakabaring,terminal jakabaring
POI,perumahan tunas ilalang,perumahan tunas ilalang
POI,pengin terban,"pengin terban, ba"
POI,gedung manggala wanabakti,gedung manggala wanabakti
POI,"bohemia 5 no 17,","bohemia 5 no 17, "
POI,turen collection,turen collection
POI,toko utama,toko utama
POI,gemb,"gg. 3, "
POI,salsa cell,salsa cell
POI,karet tengsin,karet tengsin
POI,dusun teluk nara,dusun telu
POI,tpq dan tpa nuruss,"tpq dan tpa nuruss, pr"
POI,jhon shoes,jhon shoes
POI,war toak mas cahyo,"war toak mas cahyo,"
POI,cimb niaga,cimb niaga
POI,majelis ta'lim al-in,"majelis ta'lim al-in, ha"
POI,wasis kunci muntilan,wasis kunci
POI,"sd neg 10 bukit batu, jend","sd neg 10 bukit batu, j"
POI,alfa 5 gojekgrabbase sawah,alfa 5 gojekgrabbase
POI,mamasa kota,"mamasa kota, ke"
POI,lapangan pemda sleman,lapangan pemda sleman
POI,sd negeri 2 malo,"sd negeri 2 malo, t"
POI,selakambang gembrungan,selakambang gemb
POI,pp manb futuh putra,"pp manb futuh putra,"
POI,kantor lurah palin baru,"kantor lurah palin baru, ka"
POI,kantor kwar cab pramuka barru,"kantor kwar cab pramuka barru, a m "
POI,lilik,lilik
POI,rus,rus vari le
POI,"wie collec, pang","wie collec, pang "
POI,cantik,"cantik collec, sa"
POI,medan baik,medan baik
POI,ban jun,"ban jun, kebo"
POI,toko restu elektronik,toko restu elektronik
POI,terminal terpadu kutacane,terminal terpadu kutacane
POI,"raya tapos, ren sepeda","raya tapos, ren sepe"
POI,pondok terong 1,pondok terong 1 elementary shool
POI,"ciga indah, no 118 astria","ciga indah, no 118 astri"
POI,rm simpang tiga,rm simpang tiga
POI,ruko caman baru,ruko caman baru
POI,"kendangsari ii,",kend
POI,prat steel tanj,prat steel ta
POI,bidan pipin awaliyah am keb,bidan pipin awaliyah am keb
POI,"sukarasa digital valley, 4th floor","sukarasa digital valley, 4th floor men b"
POI,pool primajasa,pool primajasa
POI,"kh agus salim, no 13",putra kudus
POI,putra kudus,putra kudus
POI,"persa alumni jer, sang","persa alumni jer, sang "
POI,"wm pad uni pat rao rao, kyai","wm pad uni pat rao rao, k"
POI,"ud. cah al-amin, s.","ud. cah al-amin, s"
POI,armi look,armi look
POI,maisya yoghurt,maisya yoghurt
POI,wisata bukit mas 2,wisata bukit mas 2
POI,a. yani 288 a,a. yani 2
POI,rubi,"rubi, ba"
POI,majelis tak al ans bukit ketok,majelis tak al ans bukit
POI,trevista residence,trevista residence
POI,pakansari cibi city mall,pakansari cibi cit
POI,tk aba kendal grow,"tk aba kendal grow, m"
POI,fika mart,fika mart
POI,gki kebon jati,gki
POI,rabi,"rabi, s"
POI,kost putri alesha,kost putri alesha
POI,"isonsov son of vintage, gang",isonsov son of vintage
POI,sd neg 1 kebasen raya puk,sd neg 1 kebasen ra
POI,toko diva hijab,toko diva hijab
POI,four point semi 20,"four point semi 20, pe"
POI,caruban bagio,angkri sukasuka caruban bag
POI,danish meubel,danish meubel
POI,kub duo m,kub duo m 
POI,musholla,musholla
POI,"bam curt cof shops, tid 1","bam curt cof shops, tid 1, "
POI,kedai hw,kedai hw
POI,de plum cafe,de plum cafe
POI,"sd neg air baru, air","sd neg air baru, a"
POI,jordan phone,jordan phone
POI,bengkel,bengkel
POI,br biya keramas,br biya
POI,"abdul kadir, no","abdul kadir, no "
POI,"pela, 70 jakarta","pela, 70 jakarta band"
POI,warunk dore,"warunk dore, h"
POI,itc roxy mas,eraf itc roxy mas lt 2 no.85 ro
POI,mie ayam bakso podo moro,mie ayam bakso podo moro
POI,bandar tinggi,bandar tinggi
POI,kera i toko,"kera i toko, m"
POI,"prima hara rege, no rac","prima hara rege, "
POI,simpang sender timur kel.,simpang sender timur kel.
POI,roe 80,"roe 80, p"
POI,mart lion keki,mart lion keki alur la
POI,warung umat,warung umat k
POI,toko warna warni,toko warna warni
POI,kena kost dr,kena kost dr
POI,warung kiara,warung kiara
POI,cemp putih raya no b 30 bank,cemp putih raya n
POI,bakso tusuk sambal,"ple, bakso tusuk sambal k"
POI,hello baby shop,hello baby shop
POI,po aini,po aini
POI,perm bank pt tbk dr,perm bank pt tbk dr
POI,"ment jaya komp, man","ment jaya komp, man d"
POI,"sd neg jatisari 04,","sd neg jatisari 04,"
POI,melody toko,melody toko
POI,sumber ber,"sumber ber, t"
POI,lucky estate,"lucky estate, no a83 b"
POI,ragunan futusitta cv,ragunan futu
POI,"ahmad yani, no 48 war mus bu may","ahmad yani, no 48 war mus bu "
POI,agus sla cell,"agus sla cell, s"
POI,gallery al-zahra,"gallery al-zahra pemu, s"
POI,c & l toko,c & l toko
POI,"baja raya, no 9 dr.","baja raya, no 9 dr. be"
POI,toko sembako,toko sembako
POI,indomobil fina,indomobil fina wa
POI,"parteker lemb pusat penelitian dan pengembangan madura, p.",parteker lemb pusat penelitian dan pengembangan 
POI,komplek cigadung greenland,komplek cigadung greenland
POI,warung barokah hm khusen,warung barokah hm khusen
POI,ksu bmt artha sakinah,ksu bmt artha sakinah
POI,perum muria indah,perum muria indah bro
POI,alamat buka jam 13.00,forum nine
POI,forum nine,forum nine
POI,"raya menc, no 9c","raya menc, no 9c"
POI,"cv. umbul kenc, wono","cv. umbul kenc, w"
POI,sriwijaya air anago tra raya,sriwijaya air anago tra ra
POI,"bim bril, k.","bim bril, k. s"
POI,wedang ronde,wedang ronde
POI,raya danau,raya
POI,foodcourt parkir,foodcourt parkir bandara
POI,"dok gigi juli k isband, cipi","dok gigi juli k isband, cipi bar"
POI,astha shoes,astha shoes
POI,"pan tai, prof","pan tai, prof"
POI,agung glass alumi,agung glass alumi haj
POI,kepatihan swan menganti park,swan menganti park
POI,"gedung diklat pu jaka pusat, pang","gedung diklat pu jaka pusat, p"
POI,gemas pamanukan pt radio ade irma suryani,gemas pamanukan pt radio ade
POI,perum,perum perm puri 2 bluluk
POI,khalifah off,"khalifah off, j"
POI,"madrasah aliyah swa ppiq, perum","madrasah aliyah swa ppiq, p"
POI,tk gotong roy,"tk gotong roy, w"
POI,baginda hutabarat,baginda hutabarat
POI,pucang selatan rt 06 rw,pucang selatan rt 
POI,"ppat astrid parami s.h., m.kn","ppat astrid parami s.h., m.kn, pe"
POI,plaza bri,plaza bri
POI,pondok bambu sanjaya motor,pondok bambu 
POI,"triyana resid, sent","triyana resid, se"
POI,"sma swa ma arif karangm, tunjungmuli","sma swa ma arif karangm, tunjun"
POI,alfamart emmy sae,alfamart
POI,berdi niaga utama. pt,"berdi niaga utama. pt, la"
POI,taman kota ketapang,jl jendral sudirman
POI,warni,warni
POI,jos'sh,jos'sh kar je
POI,mar bompa,"mar bompa, raya "
POI,pasar ulekan,pasar ulekan
POI,raya indramayu dokter,raya indramayu dokt
POI,tompokersan toko,tompokersan toko 
POI,yos suda,yos suda no
POI,kawasan industri kiic,kawasan industri kiic
POI,"esl expr, urip","esl expr, u"
POI,pkbm neg 18 desa kapuk,pkbm neg 18 de
POI,hamid accesoris,hamid accesoris
POI,dekai indonesia,dekai indonesia
POI,dwi harj s.h,"dwi harj s.h, ga"
POI,kp.laladon karya bakti,jembatan kecil
POI,"raya ser km 24,",raya ser k
POI,cend motor,"cend motor, c"
POI,jus durian,jus durian
POI,musholla al-ikh bolon,"musholla al-ikh bolon asri, co"
POI,mart & terang bulan,"mart & terang bulan band, suko "
POI,mie ayam wono,mie ayam wono lin
POI,raya serpong,raya
POI,tpu utan jati,tpu utan jati
POI,kedai mulia,"kedai mulia, green gar"
POI,dah batik,"dah batik, p"
POI,sebelah stasiun haji nawi,sebelah stasiun h
POI,wias,"wias, de"
POI,ged mandala univer siliwangi,"ged mandala univer siliwangi, kahuri"
POI,musholla under water,musholla under water
POI,food market,siliwangi food market
POI,matani satu,"kontr tomo, matan"
POI,"waroenk pen, bau","waroenk pen, b"
POI,mandiri mitra usaha,mandiri mitra usaha
POI,pt. indo label,kawasan industri
POI,salon mawar,salon mawar
POI,ayu shinta,ayu shinta
POI,sosis bakar dan ice choco,"sosis bakar dan ice choco waro pojok, warun"
POI,meruya utara,meruya uta
POI,taman paris,puri surya 
POI,mushalla barangin,mushalla barangin
POI,0ncez shop,0ncez shop
POI,reni,reni
POI,a.a.a. busana tradis dan tata rias bali,"a.a.a. busana tradis dan tata rias bali, vet"
POI,far pasaribu,"pang deli, f"
POI,toko luna,toko luna
POI,bandara alas leuser,bandara alas leuser
POI,toko ekor naga,toko ekor naga
POI,mykra house,mykra house
POI,turi kel.,turi kel.
POI,alam abadi luhur. pt,alam abadi luhur. pt
POI,smp neg 3 songgom raya wija,smp neg 3 songgom ra
POI,bakso pakde gauul,bakso pakde gauul
POI,blok p1 no f3 3,blok p1 no f3 
POI,"laborat komputer dan bah khu anak, raya","laborat komputer dan bah khu anak, raya blim"
POI,armina persada,armina persada ten
POI,g-land cilengkrang,g-land cilengkrang
POI,belakang rusun albo,belakang r
POI,dipo tower,dipo tower
POI,btn kolam,btn kolam
POI,diam print,diam print ba
POI,"hik percet, raya","hik percet, raya "
POI,rumah makan farah,rumah makan farah
POI,interna langu program cimanggu,"interna langu program cimanggu kh soleh iska,"
POI,kripik gede,kripik gede
POI,raya jasi,raya
POI,posyandu mawar 1,posyandu mawar 1
POI,"alon 2 ser, mawar","alon 2 ser, m"
POI,uncle dee pon ungu,uncle dee pon ungu ra
POI,brig kata,brig kata n
POI,"raya siliw, 186b","raya siliw, 186"
POI,perumahan sembada asri,perumahan sembada asri
POI,scj lese yos,scj lese yo
POI,anassrulloh,anassrulloh
POI,cv. hemma,"cv. hemma, sa"
POI,pt greenland rajawali utama,pt greenland rajawali utama
POI,yuhu leat goods,"yuhu leat goods, j"
POI,rm ibu ayu,rm ibu ayu
POI,smp nurul fata,smp nurul fata
POI,cahaya food,cahaya food
POI,toko sirup kawista,toko sirup kawista
POI,depot air minum biru,depot air minum biru
POI,kampung sumur nangka,kampung sumur
POI,wisma argo manunggal,wisma argo manunggal
POI,bidan r. br. simorangkir,bidan r. br. simorangkir
POI,"sma neg 1 pamij, raya","sma neg 1 pamij, raya "
POI,perum wisma cakra,perum wisma cakr
POI,mas al-fatah desak,mas al-fatah de
POI,warung bishop,warung bishop
POI,lebak jero,lebak jero
POI,gardu induk cika,"gardu induk cika, in"
POI,waro lisa lon,waro lisa lo
POI,mis al islamiyah,mis al islamiyah
POI,jambu tree residence,jambu tree residence
POI,"sinar hara pt, simo","sinar hara pt, si"
POI,"toko obat berizin lest baru, niaga","toko obat berizin lest baru, n"
POI,pangkas rambut arul,pangkas rambut arul
POI,tk pgri puspa indah,tk pgri puspa indah
POI,musholla mri baru,"musholla mri baru, m"
POI,giritontro petern kambing,giritontro petern kambing
POI,tpa baitur,tpa baitur koto
POI,puge timur no 2,puge timur no 2 sm
POI,"maje bak & cake shop, prima","maje bak & cake shop, prima"
POI,toko global,toko global
POI,asrama mahasiswa ppku,kampus ipb dramaga bogor
POI,balai desa los,"balai desa los, r"
POI,perumahan bumi cipta laras,perumahan bumi cipta laras
POI,lasirah,lasirah
POI,sakura hills,cemoro kandang
POI,"mush nur ikhlas, payakumbuh","mush nur ikhlas, pa"
POI,bimbel kenes,bimbel kenes
POI,miko mall,miko mall
POI,kupat tahu bandung,kupat tahu bandung
POI,kan desa bandaralam,"kan desa bandaralam lama, k"
POI,sync master,sync master
POI,sd negeri 9 batu pan,"sd negeri 9 batu pan, tont"
POI,ra mambaul huda,ra mambaul huda
POI,perumahan brr,perumahan brr
POI,tembung masjid taqwa,tembung masj
POI,war tan poros,war tan poros
POI,perum mini regency,perum mini regency
POI,bts. tanah karo-seribu dolog,bts. tanah karo-seribu 
POI,"modern laun, kebon","modern laun, k"
POI,komplek reklamasi pantai,komplek reklamasi pantai
POI,mumtaz media,mumtaz media
POI,anugrah pon,"anugrah pon, c"
POI,kios sayur bu mila,kios sayur bu mila
POI,gunung jaya,warung ah dian
POI,"raya cipa war ban, arcenter",arcenter gus cell
POI,depan musholla al,depan musholla a
POI,nec loundry,"nec loundry,"
POI,galeri print,galeri print
POI,"tk arif rah, dr.","tk arif rah, dr. k"
POI,pt enka tai jaya,"pt enka tai jaya,"
POI,alfamart gardenia sepatan,alfamart gardeni
POI,sd inp paray,"sd inp paray,"
POI,blueberry homestay,blueberry homestay
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,bari indah iii,bari indah iii mas bai
POI,korpri dinas lingku hidup,"korpri dinas lingku hidup, be"
POI,sei bangek,sei bangek
POI,green bay,green bay
POI,"per, sun's","per, sun's b"
POI,mie ayam & bakso sapi utomo,mie ayam & bakso sapi utomo
POI,ikan bakar ibu titin,ikan bakar ibu titin
POI,ruko mutiara plaza 40,mutiara plaza
POI,pamotan tk dha,pamotan tk dha w
POI,jne ruko bok malang,jne ruko bok ma
POI,patokan rest sedap san gep msuk kedalem nanti ktmu mush al,patokan rest sedap san gep msuk kedalem nanti ktmu mush al a
POI,abu rifa,abu rifa
POI,yayasan sosial budi bakti anwar,yayasan sosial budi bakti
POI,ish bali shop,"ish bali shop, k"
POI,terima jasa luki henna,terima jasa luki henna pe
POI,forest hill,forest hill
POI,primkopka denzibank 2 vi,primkopka denzibank 2 vi
POI,lapo toba nauli cengkareng,lapo toba nauli cengkareng
POI,azta,azta
POI,pt dhanistha surya nusantara,puri matahari
POI,perum griya munggur,perum griya munggur
POI,"serv handp band, pur","serv handp band, pur pisa"
POI,cv timur famili,cv timur famili
POI,ade' jeans,ade' jeans
POI,menjual ikan segar,menjual ikan segar
POI,gajah mada,gajah mada
POI,pangkalan lpg suci,"pangkalan lpg suci, p"
POI,es kel aneka rasa,"es kel aneka rasa kelapa obat,"
POI,perumahan wahana,perumahan wahana
POI,pasar langkumbe,pasar langkumbe
POI,warung khas toraja,warung khas toraja
POI,mitra bukalapak warung dewi,mitra bukalapak warung dewi
POI,raja motor cibu,"raja motor cibu, a"
POI,pasir muncang,pasir muncang
POI,bobal,bobal
POI,"indom siliw, panyingkiran",indom sil
POI,sumpang minangae smp,sumpang mina
POI,dentes,"dentes, dental cli da"
POI,eka one fashion,eka one fashion
POI,tahu lontong telor jem saman,"tahu lontong telor jem saman mel, j"
POI,m-a ncs,"m-a ncs, g"
POI,depot bunga wati,depot bunga wati
POI,ds cetak photo digi,"ds cetak photo digi, r"
POI,smp sei sialang hilir,smp sei sialang hilir
POI,lotek mamah maria,lotek mamah maria
POI,banjar kel.,"banjar kel., wa"
POI,joen bandrek,joen bandrek
POI,reni,reni
POI,batanghari tembesi pt,batanghari tembesi pt
POI,planta,"planta med loka, p"
POI,"beng motor dd, pandau","beng motor dd, p"
POI,airy eco,airy eco
POI,ritz fine,ritz fine jewel tun
POI,citra adyapataka,citra adyapataka
POI,toko laa roiba,toko laa roiba
POI,slb galesong,slb galesong
POI,ki gede wesa toko,ki gede wesa toko 
POI,goa ria 2,goa ria 2 pepa 
POI,ef accu,ef accu
POI,pertigaan bangli,jalan raya pege
POI,dinda dandi motor,dinda dandi motor
POI,stasiun klender,stasiun klender
POI,ud subur,ud subur
POI,graha eka sakti,graha eka sakti
POI,imperium tower,menara imperium tower
POI,bank mandiri bank mand kcp tarakan simpang tiga,"bank mandiri bank mand kcp tarakan simpang tiga, m"
POI,green bay,green bay
POI,fam sticker band cipe,fam sticker band cipe 
POI,watch world,watch world
POI,merd no 15,merd no 15 a
POI,sumin ny,sumin ny kru
POI,"bank rak indon, bek raya","bank rak indon, bek r"
POI,perumahan wahana,perumahan wahana
POI,arti idee murni film,arti idee murni film
POI,rumah laundry,rumah laundry
POI,seb a abi,"seb a abi, b"
POI,ksu bmt sinar kharisma,ksu bmt sinar kharisma
POI,darmawan park,darmawan park
POI,kampung poncol,kampung poncol no.10 (google
POI,maru hompo,"maru hompo, tu"
POI,perumahan classic indah,perumahan classic indah
POI,ele advert,"ele advert, puri k"
POI,kopi kita. pt co ltd,kopi kita. pt co ltd
POI,int,int ra
POI,tcc bata lantai 20,kebon kacang tcc bata
POI,jibrand i co,jibrand i co
POI,halte kelapa dua,warsun halte kel
POI,bank muam,bank muam re 
POI,toko asika,toko asika
POI,bintang tasik bird farm,bintang tasik bird farm
POI,afrian motor,afrian motor
POI,"andi makk,",pt. dudi meubel
POI,pt. dudi meubel,pt. dudi meubel
POI,smp kris dumoga,smp kris dumoga du
POI,bunyamin residence,bunyamin residence
POI,"hisana fried chic, palem","hisana fried chic, p"
POI,anik cell,anik cell
POI,sari cell,sari cell
POI,perumahan setara,perumahan setara
POI,rm bang mus,rm bang mus
POI,arek her,arek her ja
POI,hj. mari,"hj. mari, h"
POI,"kari, 67","kari, 67"
POI,masjid jami al-qu,masjid jami al-qu tam
POI,foto,"foto, ga"
POI,"dr. susa,",dr. sus
POI,pondok kelapa indah,pondok kelapa indah
POI,ged wira kes,ged wira kes sukaw
POI,kelurahan bombongan ma n makale,kelurahan b
POI,yas cv,yas cv
POI,gita atih,gita atih
POI,zahra cookies spes caste,"zahra cookies spes caste, dr. r"
POI,rem alumu goa,rem alumu goa ri
POI,kebun wisata pasirmukti,kebun wisata pasirmukti
POI,abimanyu playst,abimanyu playst peri
POI,mahirah shop,mahirah shop
POI,mas taqwa,mas taqwa
POI,kp.pule kaum,kp.pule kaum rt04 rw02
POI,alun-alun cisaga,alun-alun cisaga
POI,fajar motor,fajar motor
POI,"tanj mor agung pt, limau","tanj mor agung pt, lima"
POI,kantor desa bumiagung,kantor desa bumiagung
POI,poskesdes,"poskesdes pen,"
POI,lapangan fut,"lapangan fut, s"
POI,"pon, no","pon, no "
POI,"bkr, no","bkr, no 3b"
POI,sari sunda rasa,sari sunda rasa
POI,buntu mart,buntu mart
POI,lapa temanggal,"lapa temanggal, 55"
POI,sd negeri 05 utara,sd negeri 05 utara
POI,monang maning,jl. gunung ri
POI,sauma collection cv,sauma collection cv
POI,sakarum,"sakarum, saka ski"
POI,nusa indah no 9 war makan,nusa indah no 9 war mak
POI,tangerang mall lippo,tangerang mall lipp
POI,bayu pras,"bayu pras, ci"
POI,sinar laut fastindo pt,sinar laut fastindo pt
POI,star group indone pt lodan,star group indone pt lod
POI,mie bakso sari rezeki,mie bakso sari rezeki
POI,toko fash,"toko fash, u"
POI,durungan wates,jembatan durungan
POI,golf lake residence,golf lake residence
POI,teppa,teppa ray
POI,auto 2000,menara astra
POI,pintu masuk smartparking,pintu masuk 
POI,rumah kue kycakes,rumah kue kycakes
POI,bunderan gobras,bunderan gobras
POI,"saungeng, rt 01 03","saungeng, rt 0"
POI,amora cosmetik,amora cosmetik
POI,"masjid al-hid, panjangrejo","masjid al-hid, pa"
POI,astro net,astro net
POI,bank bri,bank bri
POI,"smp neg 187, kampung","smp neg 187, k"
POI,warung mangut,warung mangut
POI,sukiyaki rest,sukiyaki rest
POI,nuansa bintaro residence,nuansa bintaro residence
POI,perum taman kencana,perum taman kencana
POI,kaki,"kaki, gang 3 c 11 toko bu latus buka jam 07."
POI,multi kar cv,"multi kar cv, r"
POI,terminal cangkiran,terminal cangkiran
POI,tugu topeng,tugu topeng
POI,yo bakkery,yo bakkery
POI,nyoman alit,nyoman alit
POI,manj,"manj, r"
POI,jiwa mukj utama asur,"jiwa mukj utama asur, nusan,"
POI,"puske ciracas, adik","puske ciracas, ad"
POI,salon momnya el,salon momnya el
